the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation,any of several fat-soluble vitamins essential for normal vision; prevents night blindness or inflammation or dryness of the eyes,one of the four nucleotides used in building DNA; all four nucleotides have a common phosphate group and a sugar (ribose),(biochemistry) purine base found in DNA and RNA; pairs with thymine in DNA and with uracil in RNA,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""",the 1st letter of the Roman alphabet,the blood group whose red cells carry the A antigen,,,,,,,,,,,,,,,,,,,,,,,,,,
is,"have the quality of being; (copula, used with an adjective or a predicate noun); ""John is rich""; ""This is not a good answer""","be identical to; be someone or something; ""The president of the company is John Smith""; ""This is my house""","occupy a certain position or area; be somewhere; ""Where is my umbrella?"" ""The toolshed is in the back""; ""What is behind this behavior?""","have an existence, be extant; ""Is there a God?""","happen, occur, take place; ""I lost my wallet; this was during the visit to my parents' house""; ""There were two hundred people at his funeral""; ""There was a lot of noise in the kitchen""","be identical or equivalent to; ""One dollar equals 1,000 rubles these days!""","form or compose; ""This money is my only income""; ""The stone wall was the backdrop for the performance""; ""These constitute my entire belonging""; ""The children made up the chorus""; ""This sum represents my entire income for a year""; ""These few men comprise his entire army""","work in a specific place, with a specific subject, or in a specific function; ""He is a herpetologist""; ""She is our resident philosopher""","represent, as of a character on stage; ""Derek Jacobi was Hamlet""","spend or use time; ""I may be an hour""","have life, be alive; ""Our great leader is no more""; ""My grandfather lived until the end of war""","to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form; ""let her be""","be priced at; ""These shoes cost $100""",,,,,,,,,,,,,,,,,,,,
thing,"a special situation; ""this thing has got to end""; ""it is a remarkable thing""","an action; ""how could you do such a thing?""","a special abstraction; ""a thing of the spirit""; ""things of the heart""","an artifact; ""how does this thing work?""","an event; ""a funny thing happened on the way to the...""","a vaguely specified concern; ""several matters to attend to""; ""it is none of your affair""; ""things are going well""","a statement regarded as an object; ""to say the same thing in other terms""; ""how can you say such a thing?""","an entity that is not named specifically; ""I couldn't tell what the thing was""","any attribute or quality considered as having its own existence; ""the thing I like about her is ...""","a special objective; ""the thing is to stay in bounds""","a persistent illogical feeling of desire or aversion; ""he has a thing about seafood""; ""she has a thing about him""",a separate and self-contained entity,,,,,,,,,,,,,,,,,,,,,
hand,"the (prehensile) extremity of the superior limb; ""he had the hands of a surgeon""; ""he extended his mitt""","a hired laborer on a farm or ranch; ""the hired hand fixed the railing""; ""a ranch hand""","something written by hand; ""she recognized his handwriting""; ""his hand was illegible""","ability; ""he wanted to try his hand at singing""","a position given by its location to the side of an object; ""objections were voiced on every hand""","the cards held in a card game by a given player at any given time; ""I didn't hold a good hand all evening""; ""he kept trying to see my hand""","one of two sides of an issue; ""on the one hand..., but on the other hand...""","a rotating pointer on the face of a timepiece; ""the big hand counts the minutes""","a unit of length equal to 4 inches; used in measuring horses; ""the horse stood 20 hands""","a member of the crew of a ship; ""all hands on deck""","a card player in a game of bridge; ""we need a 4th hand for bridge""","a round of applause to signify approval; ""give the little lady a great big hand""","terminal part of the forelimb in certain vertebrates (e.g. apes or kangaroos); ""the kangaroo's forearms seem undeveloped but the powerful five-fingered hands are skilled at feinting and clouting""- Springfield (Mass.) Union","physical assistance; ""give me a hand with the chores""",,,,,,,,,,,,,,,,,,,
own,"have ownership or possession of; ""He owns three houses in Florida""; ""How many cars does she have?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,"used as intensifiers; `real' is sometimes used informally for `really'; `rattling' is informal; ""she was very gifted""; ""he played very well""; ""a really enjoyable evening""; ""I'm real sorry about it""; ""a rattling good yarn""","precisely so; ""on the very next page""; ""he expected the very opposite""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tell,a Swiss patriot who lived in the early 14th century and who was renowned for his skill as an archer; according to legend an Austrian governor compelled him to shoot an apple from his son's head with his crossbow (which he did successfully without mishap),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
how,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
down,soft fine feathers,"(American football) a complete play to advance the football; ""you have four downs to gain ten yards""",English physician who first described Down's syndrome (1828-1896),(usually plural) a rolling treeless highland with little soil,fine soft dense hair (as the fine short hair of cattle or deer or the wool of sheep or the undercoat of certain dogs),,,,,,,,,,,,,,,,,,,,,,,,,,,,
work,"activity directed toward making or doing something; ""she checked several points needing further work""","a product produced or accomplished through the effort or activity or agency of a person or thing; ""it is not regarded as one of his more memorable works""; ""the symphony was hailed as an ingenious work""; ""he was indebted to the pioneering work of John Dewey""; ""the work of an active imagination""; ""erosion is the work of wind or water over time""","the occupation for which you are paid; ""he is looking for employment""; ""a lot of people are out of work""","applying the mind to learning and understanding a subject (especially by reading); ""mastering a second language requires a lot of work""; ""no schools offer graduate study in interior design""","(physics) a manifestation of energy; the transfer of energy from one physical system to another expressed as the product of a force and the distance through which it moves a body in the direction of that force; ""work equals force times distance""","a place where work is done; ""he arrived at work early today""","the total output of a writer or artist (or a substantial part of it); ""he studied the entire Wagnerian oeuvre""; ""Picasso's work can be divided into periods""",,,,,,,,,,,,,,,,,,,,,,,,,,
because,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
school,"an educational institution; ""the school was founded in 1900""","a building where young people receive education; ""the school was built in 1932""; ""he walked to school every morning""","the process of being formally educated at a school; ""what will you do when you finish school?""","a body of creative artists or writers or thinkers linked by a similar style or by similar teachers; ""the Venetian school of painting""","the period of instruction in a school; the time period when school is in session; ""stay after school""; ""he didn't miss a single day of school""; ""when the school day was done we would walk home together""","an educational institution's faculty and students; ""the school keeps parents informed""; ""the whole school turned out for the game""","a large group of fish; ""a school of small glittering fish swam by""",,,,,,,,,,,,,,,,,,,,,,,,,,
same,a member of an indigenous nomadic people living in northern Scandinavia and herding reindeer,the language of nomadic Lapps in northern Scandinavia and the Kola Peninsula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
under,"down to defeat, death, or ruin; ""their competitors went under""","through a range downward; ""children six and under will be admitted free""","into unconsciousness; ""this will put the patient under""","in or into a state of subordination or subjugation; ""we must keep our disappointment under""","below some quantity or limit; ""fifty dollars or under""","below the horizon; ""the sun went under""","down below; ""get under quickly!""","further down; ""see under for further discussion""",,,,,,,,,,,,,,,,,,,,,,,,,
never,"not ever; at no time in the past or future; ""I have never been to China""; ""I shall never forget this day""; ""had never seen a circus""; ""never on Sunday""; ""I will never marry you!""","not at all; certainly not; not in any circumstances; ""never fear""; ""bringing up children is never easy""; ""that will never do""; ""what is morally wrong can never be politically right""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
house,"a dwelling that serves as living quarters for one or more families; ""he has a house on Cape Cod""; ""she felt she had to get out of the house""","the members of a business organization that owns or operates one or more establishments; ""he worked for a brokerage house""",the members of a religious community living together,"the audience gathered together in a theatre or cinema; ""the house applauded""; ""he counted the house""","an official assembly having legislative powers; ""a bicameral legislature has two houses""","aristocratic family line; ""the House of York""","play in which children take the roles of father or mother or children and pretend to interact like adults; ""the children were playing house""",(astrology) one of 12 equal areas into which the zodiac is divided,"the management of a gambling house or casino; ""the house gets a percentage of every bet""","a social unit living together; ""he moved his family to Virginia""; ""It was a good Christian household""; ""I waited until the whole house was asleep""; ""the teacher asked how many people made up his home""","a building where theatrical performances or motion-picture shows can be presented; ""the house was full""","a building in which something is sheltered or located; ""they had a large carriage house""",,,,,,,,,,,,,,,,,,,,,
after,"happening at a time subsequent to a reference time; ""he apologized subsequently""; ""he's going to the store but he'll be back here later""; ""it didn't happen until afterward""; ""two hours after that""","behind or in the rear; ""and Jill came tumbling after""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great,"a person who has achieved distinction and honor in some field; ""he is one of the greats of American music""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old,past times (especially in the phrase `in days of old'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
still,"a static photograph (especially one taken from a movie and used for advertising purposes); ""he wanted some stills for a magazine ad""","(poetic) tranquil silence; ""the still of the night""",an apparatus used for the distillation of liquids; consists of a vessel in which a substance is vaporized by heat and a condenser where the vapor is condensed,a plant and works where alcoholic drinks are made by distillation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leave,"the period of time during which you are absent from work or duty; ""a ten day's leave to visit his mother""","permission to do something; ""she was granted leave to speak""","the act of departing politely; ""he disliked long farewells""; ""he took his leave""; ""parting is such sweet sorrow""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
well,a deep hole or shaft dug or drilled to obtain water or oil or gas or brine,a cavity or vessel used to contain liquid,"an abundant source; ""she was a well of information""",an open shaft through the floors of a building (as for a stairway),an enclosed compartment in a ship or plane for holding something as e.g. fish or a plane's landing gear or for protecting something as e.g. a ship's pumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,
want,a state of extreme poverty,"the state of needing something that is absent or unavailable; ""there is a serious lack of insight into the problem""; ""water is the critical deficiency in desert regions""; ""for want of a nail the shoe was lost""","anything that is necessary but lacking; ""he had sufficient means to meet his simple needs""; ""I tried to supply his wants""","a specific feeling of desire; ""he got his wish""; ""he was above all wishing and desire""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
three,the cardinal number that is the sum of one and one and one,one of four playing cards in a deck having three pips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
another,"any of various alternatives; some other; ""put it off to another (or some other) day""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call,"a telephone connection; ""she reported several anonymous calls""; ""he placed a phone call to London""; ""he heard the phone ringing but didn't want to take the call""","a special disposition (as if from a divine source) to pursue a particular course; ""he was disappointed that he had not heard the Call""","a loud utterance; often in protest or opposition; ""the speaker was interrupted by loud cries from the rear of the audience""","a demand especially in the phrase ""the call of duty""","the characteristic sound produced by a bird; ""a bird will not learn its song unless it hears it at an early age""","a brief social visit; ""senior professors' wives no longer make afternoon calls on newcomers""; ""the characters in Henry James' novels are forever paying calls on each other, usually in the parlor of some residence""",a demand by a broker that a customer deposit enough to bring his margin up to the minimum requirement,"a demand for a show of hands in a card game; ""after two raises there was a call""","a request; ""many calls for Christmas stories""; ""not many calls for buggywhips""","an instruction that interrupts the program being executed; ""Pascal performs calls by simply giving the name of the routine to be executed""","a visit in an official or professional capacity; ""the pastor's calls on his parishioners""; ""the salesman's call on a customer""","(sports) the decision made by an umpire or referee; ""he was ejected for protesting the call""",the option to buy a given stock (or stock index or commodity future) at a given price before a given date,,,,,,,,,,,,,,,,,,,,
against,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
last,"the temporal end; the concluding time; ""the stopping point of each round was signaled by a bell""; ""the market was up at the finish""; ""they were playing better at the close of the season""","the last or lowest in an ordering or series; ""he was the last to leave""; ""he finished an inglorious last""","a person's dying act; the final thing a person can do; ""he breathed his last""","the time at which life ends; continuing until dead; ""she stayed until his death""; ""a struggle to the last""","a unit of weight equal to 4,000 pounds",a unit of capacity for grain equal to 80 bushels,"the concluding parts of an event or occurrence; ""the end was exciting""; ""I had to miss the last of the movie""",holding device shaped like a human foot that is used to fashion or repair shoes,,,,,,,,,,,,,,,,,,,,,,,,,
